ID,LABEL,Parent,definition,PMID,has microbe depleted in diseased host,has microbe expanded in diseased host,term editor,microbe label,Rank,Localization,No.
OHMI:0000879,depletion of Lachnospiraceae in gut of active-phase MDD patient compared to healthy human,bacterial change in gut of active-phase MDD patient compared to healthy human,Lachnospiraceae down-regulated in gut of active-phase MDD patient compared to healthy human,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_186803,,Haihe Wang|Jie Zheng|Yongqun He,Lachnospiraceae,family,Gut,202
OHMI:0000880,depletion of Ruminococcaceae in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Ruminococcaceae down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_216572,,Haihe Wang|Jie Zheng|Yongqun He,Ruminococcaceae,family,Gut,203
OHMI:0000881,depletion of Firmicutes in gut of active-phase MDD patient compared to remission-phase MDD patient,bacterial change in gut of active-phase MDD patient compared to remission-phase MDD patient,Firmicutes down-regulated in gut of active-phase MDD patient compared to remission-phase MDD patient,PMID:25882912,http://purl.obolibrary.org/obo/NCBITaxon_1239,,Haihe Wang|Jie Zheng|Yongqun He,Firmicutes,Phylum,Gut,204
OHMI:0000882,expansion of Bacteroides caccae in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Bacteroides caccae up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_47678,Haihe Wang|Jie Zheng|Yongqun He,Bacteroides caccae,species,Gut,205
OHMI:0000883,expansion of Alistipes finegoldii in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Alistipes finegoldii up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_214856,Haihe Wang|Jie Zheng|Yongqun He,Alistipes finegoldii,species,Gut,206
OHMI:0000884,expansion of Alistipes onderdonkii in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Alistipes onderdonkii up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_328813,Haihe Wang|Jie Zheng|Yongqun He,Alistipes onderdonkii,species,Gut,207
OHMI:0000885,expansion of Barnesiella intestinihominis in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Barnesiella intestinihominis up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_487174,Haihe Wang|Jie Zheng|Yongqun He,Barnesiella intestinihominis,species,Gut,208
OHMI:0000886,expansion of Campylobacter in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Campylobacter up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_194,Haihe Wang|Jie Zheng|Yongqun He,Campylobacter,genus ,Gut,209
OHMI:0000887,expansion of Alistipes in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Alistipes up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_239759,Haihe Wang|Jie Zheng|Yongqun He,Alistipes,genus ,Gut,210
OHMI:0000888,expansion of Anaerotruncus in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Anaerotruncus up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_244127,Haihe Wang|Jie Zheng|Yongqun He,Anaerotruncus,genus ,Gut,211
OHMI:0000889,expansion of Parabacteroides in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Parabacteroides up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_375288,Haihe Wang|Jie Zheng|Yongqun He,Parabacteroides,genus ,Gut,212
OHMI:0000890,expansion of Barnesiella in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Barnesiella up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_397864,Haihe Wang|Jie Zheng|Yongqun He,Barnesiella,genus ,Gut,213
OHMI:0000891,expansion of Flavonifractor in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Flavonifractor up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_946234,Haihe Wang|Jie Zheng|Yongqun He,Flavonifractor,genus ,Gut,214
OHMI:0000892,expansion of Desulfovibrio in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Desulfovibrio up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_872,Haihe Wang|Jie Zheng|Yongqun He,Desulfovibrio,genus,Gut,215
OHMI:0000893,expansion of Atopobium in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Atopobium up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_1380,Haihe Wang|Jie Zheng|Yongqun He, Atopobium,genus,Gut,216
OHMI:0000894,expansion of Actinomyces in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Actinomyces up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_1654,Haihe Wang|Jie Zheng|Yongqun He, Actinomyces,genus,Gut,217
OHMI:0000895,expansion of Bifidobacterium in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Bifidobacterium up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_1678,Haihe Wang|Jie Zheng|Yongqun He, Bifidobacterium,genus,Gut,218
OHMI:0000896,expansion of Eggerthella in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Eggerthella up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_84111,Haihe Wang|Jie Zheng|Yongqun He,Eggerthella,genus,Gut,219
OHMI:0000897,expansion of Olsenella in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Olsenella up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_133925,Haihe Wang|Jie Zheng|Yongqun He, Olsenella,genus,Gut,220
OHMI:0000898,expansion of Asaccharobacter in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Asaccharobacter up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_553372,Haihe Wang|Jie Zheng|Yongqun He, Asaccharobacter,genus,Gut,221
OHMI:0000899,expansion of Gordonibacter in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Gordonibacter up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_644652,Haihe Wang|Jie Zheng|Yongqun He,Gordonibacter,genus,Gut,222
OHMI:0000900,expansion of Enterobacteriaceae in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Enterobacteriaceae up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_543,Haihe Wang|Jie Zheng|Yongqun He,Enterobacteriaceae,family,Gut,223
OHMI:0000901,expansion of Corynebacteriaceae in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Corynebacteriaceae up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_1653,Haihe Wang|Jie Zheng|Yongqun He,Corynebacteriaceae,family,Gut,224
OHMI:0000902,expansion of Campylobacteraceae in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Campylobacteraceae up-regulated in gut of female MDD patient compared to healthy human,PMID:33421868,,http://purl.obolibrary.org/obo/NCBITaxon_72294,Haihe Wang|Jie Zheng|Yongqun He,Campylobacteraceae,family,Gut,225
OHMI:0000903,expansion of Coriobacteriaceae in gut of female MDD patient compared to healthy human,bacterial change in gut of female MDD patient compared to healthy human,Coriobacteriaceae up-regulated in gut of female MDD patient compared to healthy human,PMID:29520144,,http://purl.obolibrary.org/obo/NCBITaxon_84107,Haihe Wang|Jie Zheng|Yongqun He,Coriobacteriaceae,family,Gut,226
